st_text,ts,sub,frm,email,tag,mid,link
Delivered,19-04-2026 13:38:43,Noticed something about Windmill Heaton Orthodontics's site,geri@smartflowdev.com,whreception@riverdalehealthcare.com,NA,<202604191138.34598973648@smtp-relay.mailin.fr>,NA
Sent,19-04-2026 13:38:41,Noticed something about Windmill Heaton Orthodontics's site,geri@smartflowdev.com,whreception@riverdalehealthcare.com,NA,<202604191138.34598973648@smtp-relay.mailin.fr>,NA
Delivered,19-04-2026 13:38:37,Honest question about Park View Dental Practice's website,geri@smartflowdev.com,admin@parkviewdentists.co.uk,NA,<202604191138.54132983493@smtp-relay.mailin.fr>,NA
Sent,19-04-2026 13:38:36,Honest question about Park View Dental Practice's website,geri@smartflowdev.com,admin@parkviewdentists.co.uk,NA,<202604191138.54132983493@smtp-relay.mailin.fr>,NA
Delivered,19-04-2026 13:38:30,Bensham Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,benshamdental@gmail.com,NA,<202604191138.50975026414@smtp-relay.mailin.fr>,NA
Sent,19-04-2026 13:38:29,Bensham Dental Practice — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,benshamdental@gmail.com,NA,<202604191138.50975026414@smtp-relay.mailin.fr>,NA
Delivered,19-04-2026 13:38:25,Noticed something about Durham Family Dental's site,geri@smartflowdev.com,hello@durhamfamilydental.co.uk,NA,<202604191138.83935378863@smtp-relay.mailin.fr>,NA
Sent,19-04-2026 13:38:23,Noticed something about Durham Family Dental's site,geri@smartflowdev.com,hello@durhamfamilydental.co.uk,NA,<202604191138.83935378863@smtp-relay.mailin.fr>,NA
Loaded by proxy,19-04-2026 12:57:18,Honest question about Todays Dental's website,geri@smartflowdev.com,info@todaysdentaledgecliff.com,NA,<202604170519.78092786415@smtp-relay.mailin.fr>,NA
Soft bounce,19-04-2026 05:28:11,Oris Dental & Implant — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@us21377pog.wpdns.site,NA,<202604181152.64296730891@smtp-relay.mailin.fr>,NA
Deferred,18-04-2026 23:29:45,Honest question about Desert Dentistry's website,geri@smartflowdev.com,info@gbs.33a.myftpupload.com,NA,<202604182129.82186888409@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 23:29:44,Honest question about Desert Dentistry's website,geri@smartflowdev.com,info@gbs.33a.myftpupload.com,NA,<202604182129.82186888409@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 23:22:05,Arizona Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@arizonadental.com,NA,<202604182122.29729856812@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 23:22:02,Arizona Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@arizonadental.com,NA,<202604182122.29729856812@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 23:12:23,Noticed something about Agave Dental's site,geri@smartflowdev.com,team@agavedental.com,NA,<202604182112.87089728466@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 23:12:21,Noticed something about Agave Dental's site,geri@smartflowdev.com,team@agavedental.com,NA,<202604182112.87089728466@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 23:02:27,Honest question about Desert Ridge Pediatric Dentistry's website,geri@smartflowdev.com,info@azkidsdds.com,NA,<202604182102.19890140371@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 23:02:25,Honest question about Desert Ridge Pediatric Dentistry's website,geri@smartflowdev.com,info@azkidsdds.com,NA,<202604182102.19890140371@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 22:56:06,JC Family Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,jcfamilydentalaz@gmail.com,NA,<202604182056.50130662118@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 22:56:05,JC Family Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,jcfamilydentalaz@gmail.com,NA,<202604182056.50130662118@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 22:49:44,Noticed something about Beyond Dental Care's site,geri@smartflowdev.com,info@beyonddentalcare.com,NA,<202604182049.82548873998@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 22:49:39,Noticed something about Beyond Dental Care's site,geri@smartflowdev.com,info@beyonddentalcare.com,NA,<202604182049.82548873998@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 22:40:27,Honest question about Alan Persons DMD's website,geri@smartflowdev.com,frontoffice@alanpersonsdentist.com,NA,<202604182039.90880243177@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 22:39:44,Honest question about Alan Persons DMD's website,geri@smartflowdev.com,frontoffice@alanpersonsdentist.com,NA,<202604182039.90880243177@smtp-relay.mailin.fr>,NA
Clicked,18-04-2026 22:33:38,Fox Family Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,fox@mb2dental.com,NA,<202604182033.76008986418@smtp-relay.mailin.fr>,https://smartflowdev.com/chatbot
Clicked,18-04-2026 22:33:38,Fox Family Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,fox@mb2dental.com,NA,<202604182033.76008986418@smtp-relay.mailin.fr>,https://smartflowdev.com
First opening,18-04-2026 22:33:26,Fox Family Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,fox@mb2dental.com,NA,<202604182033.76008986418@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 22:33:19,Fox Family Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,fox@mb2dental.com,NA,<202604182033.76008986418@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 22:33:14,Fox Family Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,fox@mb2dental.com,NA,<202604182033.76008986418@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 22:28:14,Noticed something about Law's Family Dentistry's site,geri@smartflowdev.com,info@lawsfamilydental.com,NA,<202604182028.33054418624@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 22:28:11,Noticed something about Law's Family Dentistry's site,geri@smartflowdev.com,info@lawsfamilydental.com,NA,<202604182028.33054418624@smtp-relay.mailin.fr>,NA
Clicked,18-04-2026 22:18:57,Honest question about Smile Arizona Dentistry's website,geri@smartflowdev.com,info@smilearizonadentistry.com,NA,<202604182018.40586093118@smtp-relay.mailin.fr>,https://smartflowdev.com
Clicked,18-04-2026 22:18:57,Honest question about Smile Arizona Dentistry's website,geri@smartflowdev.com,info@smilearizonadentistry.com,NA,<202604182018.40586093118@smtp-relay.mailin.fr>,https://smartflowdev.com/chatbot
Clicked,18-04-2026 22:18:57,Honest question about Smile Arizona Dentistry's website,geri@smartflowdev.com,info@smilearizonadentistry.com,NA,<202604182018.40586093118@smtp-relay.mailin.fr>,https://smartflowdev.com/chatbot
Clicked,18-04-2026 22:18:57,Honest question about Smile Arizona Dentistry's website,geri@smartflowdev.com,info@smilearizonadentistry.com,NA,<202604182018.40586093118@smtp-relay.mailin.fr>,https://smartflowdev.com
Delivered,18-04-2026 22:18:42,Honest question about Smile Arizona Dentistry's website,geri@smartflowdev.com,info@smilearizonadentistry.com,NA,<202604182018.40586093118@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 22:18:39,Honest question about Smile Arizona Dentistry's website,geri@smartflowdev.com,info@smilearizonadentistry.com,NA,<202604182018.40586093118@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 22:11:41,Center For Dental Rehabilitation — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,main@drmtoal.com,NA,<202604182011.95901328850@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 22:11:38,Center For Dental Rehabilitation — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,main@drmtoal.com,NA,<202604182011.95901328850@smtp-relay.mailin.fr>,NA
Soft bounce,18-04-2026 22:01:18,Noticed something about Aesthetic Dentistry of Arrowhead's site,geri@smartflowdev.com,info@drgregceyhan.com,NA,<202604182001.23455107000@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 22:01:16,Noticed something about Aesthetic Dentistry of Arrowhead's site,geri@smartflowdev.com,info@drgregceyhan.com,NA,<202604182001.23455107000@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 21:51:21,Honest question about Arizona Biltmore Dentistry's website,geri@smartflowdev.com,info@arizonabiltmoredentistry.com,NA,<202604181951.58779867950@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 21:51:20,Honest question about Arizona Biltmore Dentistry's website,geri@smartflowdev.com,info@arizonabiltmoredentistry.com,NA,<202604181951.58779867950@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 21:41:11,Enamor Dentistry — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@enamordentistry.com,NA,<202604181941.93826822201@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 21:41:10,Enamor Dentistry — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@enamordentistry.com,NA,<202604181941.93826822201@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 21:31:31,Noticed something about Tooth Tales Family Dentistry's site,geri@smartflowdev.com,info@mytoothtales.com,NA,<202604181931.61431092942@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 21:31:29,Noticed something about Tooth Tales Family Dentistry's site,geri@smartflowdev.com,info@mytoothtales.com,NA,<202604181931.61431092942@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 21:23:16,Honest question about Pearland Dental Care's website,geri@smartflowdev.com,dentalcare@pearlanddentalcare.com,NA,<202604181923.51089289312@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 21:23:03,Honest question about Pearland Dental Care's website,geri@smartflowdev.com,dentalcare@pearlanddentalcare.com,NA,<202604181923.51089289312@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 21:15:01,Refine Dentistry — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@refinedentistry.com,NA,<202604181914.72351457198@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 21:15:00,Refine Dentistry — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@refinedentistry.com,NA,<202604181914.72351457198@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 21:07:18,Noticed something about Smile Image Dentists's site,geri@smartflowdev.com,houstonsmileimage@gmail.com,NA,<202604181907.88693162952@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 21:07:17,Noticed something about Smile Image Dentists's site,geri@smartflowdev.com,houstonsmileimage@gmail.com,NA,<202604181907.88693162952@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 20:59:30,Honest question about Floss Dental's website,geri@smartflowdev.com,infosugarland@flossdental.com,NA,<202604181859.85080877128@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 20:59:29,Honest question about Floss Dental's website,geri@smartflowdev.com,infosugarland@flossdental.com,NA,<202604181859.85080877128@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 20:50:27,Dentist's at Shepherd's Square — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,akeenedds@gmail.com,NA,<202604181850.45726219702@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 20:50:26,Dentist's at Shepherd's Square — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,akeenedds@gmail.com,NA,<202604181850.45726219702@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 20:44:33,Noticed something about Dental Designers's site,geri@smartflowdev.com,dentaldesignersinfo@gmail.com,NA,<202604181844.94480084913@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 20:44:32,Noticed something about Dental Designers's site,geri@smartflowdev.com,dentaldesignersinfo@gmail.com,NA,<202604181844.94480084913@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 20:38:58,Honest question about Edental's website,geri@smartflowdev.com,evol@edentalgroup.net,NA,<202604181838.11698695774@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 20:38:57,Honest question about Edental's website,geri@smartflowdev.com,evol@edentalgroup.net,NA,<202604181838.11698695774@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 20:30:50,Memorial Heights Dental Center — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,mhdc920@gmail.com,NA,<202604181830.44877069066@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 20:30:49,Memorial Heights Dental Center — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,mhdc920@gmail.com,NA,<202604181830.44877069066@smtp-relay.mailin.fr>,NA
Clicked,18-04-2026 20:22:41,Noticed something about Kids & Teens Dental's site,geri@smartflowdev.com,info@kidsandteensdentalplace.com,NA,<202604181822.13715877926@smtp-relay.mailin.fr>,https://smartflowdev.com/chatbot
Clicked,18-04-2026 20:22:41,Noticed something about Kids & Teens Dental's site,geri@smartflowdev.com,info@kidsandteensdentalplace.com,NA,<202604181822.13715877926@smtp-relay.mailin.fr>,https://smartflowdev.com
Clicked,18-04-2026 20:22:41,Noticed something about Kids & Teens Dental's site,geri@smartflowdev.com,info@kidsandteensdentalplace.com,NA,<202604181822.13715877926@smtp-relay.mailin.fr>,https://smartflowdev.com/chatbot
Clicked,18-04-2026 20:22:41,Noticed something about Kids & Teens Dental's site,geri@smartflowdev.com,info@kidsandteensdentalplace.com,NA,<202604181822.13715877926@smtp-relay.mailin.fr>,https://smartflowdev.com
Delivered,18-04-2026 20:22:18,Noticed something about Kids & Teens Dental's site,geri@smartflowdev.com,info@kidsandteensdentalplace.com,NA,<202604181822.13715877926@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 20:22:08,Noticed something about Kids & Teens Dental's site,geri@smartflowdev.com,info@kidsandteensdentalplace.com,NA,<202604181822.13715877926@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 20:13:39,Honest question about New Smiles Implant &'s website,geri@smartflowdev.com,implants@newsmilesbellaire.com,NA,<202604181813.53153252207@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 20:13:37,Honest question about New Smiles Implant &'s website,geri@smartflowdev.com,implants@newsmilesbellaire.com,NA,<202604181813.53153252207@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 20:02:17,River Village Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@rivervillagedental.com,NA,<202604181802.28023879798@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 20:02:15,River Village Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@rivervillagedental.com,NA,<202604181802.28023879798@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 19:57:43,Noticed something about Boutros Orthodontics's site,geri@smartflowdev.com,info@boutrosortho.com,NA,<202604181757.20465300784@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 19:57:32,Noticed something about Boutros Orthodontics's site,geri@smartflowdev.com,info@boutrosortho.com,NA,<202604181757.20465300784@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 19:51:53,Honest question about Quest Dentistry's website,geri@smartflowdev.com,info@questdentalbearcreek.com,NA,<202604181751.18867873463@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 19:51:50,Honest question about Quest Dentistry's website,geri@smartflowdev.com,info@questdentalbearcreek.com,NA,<202604181751.18867873463@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 19:43:00,Spring Branch Dental Group — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,springbranchdentalgroup@gmail.com,NA,<202604181742.67679918742@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 19:42:59,Spring Branch Dental Group — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,springbranchdentalgroup@gmail.com,NA,<202604181742.67679918742@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 19:38:57,Noticed something about Cura Smiles's site,geri@smartflowdev.com,info@mycurasmiles.com,NA,<202604181738.29719160431@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 19:38:55,Noticed something about Cura Smiles's site,geri@smartflowdev.com,info@mycurasmiles.com,NA,<202604181738.29719160431@smtp-relay.mailin.fr>,NA
Loaded by proxy,18-04-2026 18:44:44,Noticed something about East Belfast Dental &'s site,geri@smartflowdev.com,info@eastbelfastdentalclinic.co.uk,NA,<202604171100.38035600180@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 15:54:41,Honest question about Dental Care of Oak's website,geri@smartflowdev.com,dentalcareop@sbcglobal.net,NA,<202604181158.89333215966@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 15:54:39,Noticed something about Almario Efma DDS's site,geri@smartflowdev.com,almariodds@sbcglobal.net,NA,<202604181153.74520837376@smtp-relay.mailin.fr>,NA
First opening,18-04-2026 15:14:13,Honest question about Bridge St Aesthetic and's website,geri@smartflowdev.com,info.bridgestdental@gmail.com,NA,<202604181151.92189096791@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 14:30:49,Honest question about West End Dental Practice's website,geri@smartflowdev.com,info@westenddentaldundee.com,NA,<202604181152.81878577028@smtp-relay.mailin.fr>,NA
Loaded by proxy,18-04-2026 14:10:12,Premiere Family Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,drelmosa@yahoo.com,NA,<202604181158.13053414193@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 13:58:43,Noticed something about Advance Orthodontics's site,geri@smartflowdev.com,team@adorthodontics.com,NA,<202604181158.22921533510@smtp-relay.mailin.fr>,NA
Sent,18-04-2026 13:58:42,Noticed something about Advance Orthodontics's site,geri@smartflowdev.com,team@adorthodontics.com,NA,<202604181158.22921533510@smtp-relay.mailin.fr>,NA
Delivered,18-04-2026 13:58:39,Honest question about Premiere Surgical Arts's website,geri@smartflowdev.com,consult@premieresurgicalarts.com,NA,<202604181158.61572392745@smtp-relay.mailin.fr>,NA
